"Indicator","PUBLISH STATES","Year","WHO region","Country","Sex","Display Value","Numeric","Low","High","Comments"
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Africa","Comoros","Male","21.2 [11.8-31.9]","21.20000","11.80000","31.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Africa","Cabo Verde","Male","16.5 [9.6-23.2]","16.50000","9.60000","23.20000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Africa","Cabo Verde","Male","30.7 [13.3-54.3]","30.70000","13.30000","54.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Africa","Ghana","Male","10.3 [7.5-13.5]","10.30000","7.50000","13.50000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Africa","Ghana","Male","12.1 [8.2-17.3]","12.10000","8.20000","17.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Africa","Kenya","Male","24.6 [17.0-33.1]","24.60000","17.00000","33.10000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Africa","Liberia","Male","27.6 [13.9-44.6]","27.60000","13.90000","44.60000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Africa","Mali","Male","20.6 [14.8-26.3]","20.60000","14.80000","26.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Africa","Mali","Male","24.9 [19.0-31.3]","24.90000","19.00000","31.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Africa","Mozambique","Male","42.7 [24.2-62.9]","42.70000","24.20000","62.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Africa","Mauritius","Male","41.3 [31.9-52.9]","41.30000","31.90000","52.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Africa","Mauritius","Male","40.1 [29.3-53.9]","40.10000","29.30000","53.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Africa","Malawi","Male","26.6 [20.9-33.4]","26.60000","20.90000","33.40000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Africa","Malawi","Male","21.8 [13.5-31.3]","21.80000","13.50000","31.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Africa","Namibia","Male","47.4 [20.5-75.1]","47.40000","20.50000","75.10000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Africa","Niger","Male","11.3 [8.1-14.9]","11.30000","8.10000","14.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Africa","Nigeria","Male","11.3 [6.1-17.1]","11.30000","6.10000","17.10000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Africa","Nigeria","Male","15.0 [8.0-23.8]","15.00000","8.00000","23.80000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Africa","Senegal","Male","21.2 [16.9-26.2]","21.20000","16.90000","26.20000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Africa","Senegal","Male","22.1 [16.8-27.0]","22.10000","16.80000","27.00000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Africa","Senegal","Male","23.4 [17.2-29.3]","23.40000","17.20000","29.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Africa","Sierra Leone","Male","68.6 [43.6-96.7]","68.60000","43.60000","96.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Africa","Swaziland","Male","18.2 [13.1-23.8]","18.20000","13.10000","23.80000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Africa","Swaziland","Male","19.0 [13.2-26.7]","19.00000","13.20000","26.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Africa","Swaziland","Male","21.8 [10.5-36.3]","21.80000","10.50000","36.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Africa","Uganda","Male","23.1 [16.7-30.5]","23.10000","16.70000","30.50000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Africa","Uganda","Male","19.3 [14.5-26.2]","19.30000","14.50000","26.20000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Africa","South Africa","Male","33.9 [27.1-40.3]","33.90000","27.10000","40.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Africa","South Africa","Male","32.1 [25.0-40.5]","32.10000","25.00000","40.50000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Africa","Benin","Female","0.7 [0.3-1.2]","0.70000","0.30000","1.20000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Africa","Cameroon","Female","0.9 [0.4-1.6]","0.90000","0.40000","1.60000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Africa","Congo","Female","1.6 [0.8-2.5]","1.60000","0.80000","2.50000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Africa","Comoros","Female","14.0 [8.4-21.0]","14.00000","8.40000","21.00000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Africa","Comoros","Female","10.5 [6.5-15.9]","10.50000","6.50000","15.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Africa","Comoros","Female","7.1 [4.0-11.1]","7.10000","4.00000","11.10000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Africa","Cabo Verde","Female","4.9 [3.0-7.1]","4.90000","3.00000","7.10000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Africa","Cabo Verde","Female","4.1 [2.4-6.2]","4.10000","2.40000","6.20000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Africa","Cabo Verde","Female","3.9 [2.3-5.9]","3.90000","2.30000","5.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Africa","Kenya","Female","3.0 [2.1-4.2]","3.00000","2.10000","4.20000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Africa","Liberia","Female","2.8 [1.4-4.7]","2.80000","1.40000","4.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Africa","Lesotho","Female","0.5 [0.3-0.8]","0.50000","0.30000","0.80000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Africa","Lesotho","Female","0.5 [0.2-0.7]","0.50000","0.20000","0.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Africa","Mali","Female","3.7 [2.2-5.6]","3.70000","2.20000","5.60000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Africa","Mali","Female","3.4 [2.0-5.0]","3.40000","2.00000","5.00000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Africa","Mozambique","Female","6.4 [3.3-10.3]","6.40000","3.30000","10.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Africa","Mozambique","Female","6.2 [3.0-10.0]","6.20000","3.00000","10.00000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Africa","Mozambique","Female","5.5 [2.2-9.4]","5.50000","2.20000","9.40000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Africa","Mozambique","Female","5.2 [1.9-9.7]","5.20000","1.90000","9.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Africa","Mauritania","Female","3.7 [2.2-5.5]","3.70000","2.20000","5.50000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Africa","Mauritania","Female","2.8 [1.2-5.0]","2.80000","1.20000","5.00000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Africa","Malawi","Female","9.7 [6.1-13.7]","9.70000","6.10000","13.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Africa","Namibia","Female","14.7 [11.2-18.3]","14.70000","11.20000","18.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Africa","Niger","Female","0.2 [0.1-0.4]","0.20000","0.10000","0.40000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Africa","Nigeria","Female","1.2 [0.4-2.1]","1.20000","0.40000","2.10000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Africa","Rwanda","Female","5.0 [2.0-8.0]","5.00000","2.00000","8.00000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Africa","Swaziland","Female","3.2 [2.0-4.5]","3.20000","2.00000","4.50000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Africa","Swaziland","Female","2.8 [1.9-3.9]","2.80000","1.90000","3.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Africa","United Republic of Tanzania","Female","4.0 [2.4-6.0]","4.00000","2.40000","6.00000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Africa","Uganda","Female","3.2 [2.2-4.3]","3.20000","2.20000","4.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Africa","Uganda","Female","2.9 [1.9-3.9]","2.90000","1.90000","3.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Africa","Uganda","Female","2.1 [1.0-3.3]","2.10000","1.00000","3.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Africa","South Africa","Female","12.5 [9.6-15.7]","12.50000","9.60000","15.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Africa","Zambia","Female","6.1 [4.1-8.6]","6.10000","4.10000","8.60000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Africa","Zimbabwe","Male","33.5 [24.5-43.5]","33.50000","24.50000","43.50000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Africa","Zimbabwe","Male","31.8 [24.1-39.4]","31.80000","24.10000","39.40000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Africa","Zimbabwe","Female","2.7 [1.7-3.9]","2.70000","1.70000","3.90000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Americas","Argentina","Male","33.4 [27.9-39.5]","33.40000","27.90000","39.50000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Americas","Argentina","Male","29.5 [23.4-36.7]","29.50000","23.40000","36.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Americas","Bolivia (Plurinational State of)","Male","33.6 [18.0-53.5]","33.60000","18.00000","53.50000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Americas","Brazil","Male","19.3 [14.6-24.4]","19.30000","14.60000","24.40000",""
